uniprot_id,no_steering,steering,neg_steering,no_steering_total_generated,no_steering_total_returned,no_steering_invalid_generated,no_steering_uniqiue,steering_total_generated,steering_total_returned,steering_invalid_generated,steering_unique,negative_steering_total_generated,negative_steering_total_returned,negative_steering_invalid_generated,negative_steering_unique,p_value_no_pos,p_value_no_neg,ks_no_pos,ks_no_neg,num_training_pairs,rate_of_training_positive,rate_of_training_negative
P07900,22.31983805668016,21.59090909090909,26.751004016064257,250,247,3,78,250,242,7,116,250,249,1,75,0.17007519233942395,8.923835852624132e-14,0.06704834548525387,3.077687664032627e-15,576,0.41735537190082644,0.3493975903614458
